pid	text	labels
4770.jpg	the most sad actor of bollywood the most sad actress of bollywood amber boriya dono ka maal ek hi ghr me hai	the most {sad {actor of bollywood the most {sad {actress of bollywood amber boriya dono ka {maal {ek {hi {ghr {me hai
4772.jpg	when you wore worlds best necklace but no one is looking at this DESI ADULT TROLLS	when you wore worlds {best {necklace but {no {one is {looking {at this DESI ADULT TROLLS
4773.jpg	congress MLAs after winning elections theek hai bhai ab mai BJP me chlta hu SCOOPWHOOP.com	{congress {MLAs {after {winning {elections theek hai bhai ab mai {BJP {me {chlta {hu SCOOPWHOOP.com
4774.jpg	Melania,donald trump headed for divorce?Ex-white house aide claims first lady is 'counting minutes' melania trump might be negotiating a prenup agreement to ensure her and donald trump's son barron gets an equal share in the trump fortune. Dhanda karo toh bada karo trump bhai,warna mat karo	Melania,donald trump headed for divorce?Ex-white house aide claims first lady is 'counting minutes' melania trump might be negotiating a prenup agreement to ensure her and donald trump's son barron gets an equal share in the trump fortune. {Dhanda {karo {toh {bada {karo {trump bhai,warna mat karo
4776.jpg	ujjwal keshri ujjwal_keshri7 everyone "say no to crackers" *le modi jii: hold my panchamrit	ujjwal keshri ujjwal_keshri7 everyone "{say {no {to {crackers" *le {modi {jii: {hold {my {panchamrit
4780.jpg	DESI ADULT TROLLS Ye bhi sahi hai,,shaadhi mein har kisi ka dhyaan esi par rahega	DESI ADULT TROLLS Ye bhi sahi hai,,{shaadhi mein har kisi ka {dhyaan {esi {par rahega
4790.jpg	steve smith got caught scuffing red handedly while scuffing rishab pant's cease guard australians;excuses	{steve {smith got {caught {scuffing red handedly while scuffing {rishab {pant's {cease {guard australians;{excuses
4791.jpg	me watching prime time news Me Dumb fuck juice SCOOPWHOOP.com	me {watching {prime {time news Me {Dumb {fuck juice SCOOPWHOOP.com
4798.jpg	whatsapp humko ghanta farak nahi padta teri privacy ka tap to learn more	{whatsapp humko {ghanta {farak nahi padta teri {privacy ka tap to learn more
4808.jpg	You know him from here. I know him from here. Humayu jilani give me some sunshine warna maa ch*d denge	You know him from here. I know him from here. {Humayu {jilani give me some {sunshine warna {maa {ch*d denge
4812.jpg	HOD Sir Bsdk..syllabus kab complete hoga?HOD Sir you deleted this message Main Maut ko chhuke takk se waapas aa skta hai.	{HOD {Sir {Bsdk..syllabus kab complete hoga?HOD Sir you deleted this message Main {Maut {ko {chhuke takk se {waapas aa skta hai.
4814.jpg	Bing ya_jhakaas your friend forcing you to talk to your crush 'abe chal darpok akeli khadi hai jaa baat kar k aa'	Bing ya_jhakaas your {friend {forcing you to {talk {to your {crush 'abe chal {darpok akeli khadi hai jaa baat kar k aa'
4816.jpg	lockdown extend krdo na Modiji Kar dunga chhotu na ipl hoga na hi hmm harenge	{lockdown {extend krdo na {Modiji Kar dunga chhotu na {ipl hoga na hi hmm harenge
4818.jpg	when the topper is trying on your crush You* maar v toh nahi sakta..exam me aage jo baithta hai	when the {topper is {trying on {your {crush You* maar v toh nahi sakta..{exam me aage jo baithta hai
4820.jpg	sagar sagarcasm me:i want to open a new account SBI employee:what's your name?me:harshad mallya SBI employee:	sagar sagarcasm me:i want to {open a {new {account SBI employee:what's your {name?me:{harshad {mallya {SBI {employee:
4822.jpg	whatsapp bandi se milne gaya hai na?sab pata hai mereko	{whatsapp {bandi {se {milne gaya hai na?sab pata hai mereko
4827.jpg	thank god we grew up listening this DUS BHANE LYRICAL not this DUS BHANE 2.0 BAAGHI 3  SCOOPWHOOP.com	thank god we grew up {listening this {DUS {BHANE LYRICAL not this {DUS {BHANE {2.0 BAAGHI 3  SCOOPWHOOP.com
4830.jpg	Dekhoo magar pyaar se	{Dekhoo magar {pyaar se
4832.jpg	tanmay sinha srcastic_writer when you find a girl who is same bhukkad type as you are. Pandit ko bula le.main shaadi karega.	tanmay sinha srcastic_writer when you find a girl who is same {bhukkad {type as you are. {Pandit ko bula le.main {shaadi karega.
4838.jpg	police are beating girls also during lockdown. Boys-ab maaza aa rha bhidu.	{police are {beating {girls also during {lockdown. {Boys-ab {maaza aa rha bhidu.
4843.jpg	Jio Airtel Voda SCOOPWHOOP.com	{Jio {Airtel {Voda SCOOPWHOOP.com
4844.jpg	kyu bola tha na delhi-ko italy new york jaisa banna dunga	kyu bola tha na {delhi-ko {italy {new {york {jaisa banna dunga
4846.jpg	exami get cancel coz of corona virus toppers me who not have buyed books yet	{exami {get {cancel coz of corona virus {toppers {me who {not have {buyed {books yet
4847.jpg	yeh government office me kaam karane ke liye 100-200 jyada dena jruri hai kya?  SCOOPWHOOP.com	yeh {government {office me {kaam karane ke liye {100-200 {jyada {dena {jruri hai kya?  SCOOPWHOOP.com
4848.jpg	when your sister eats all your dairy milk& gives you a eclairs *she hun toh rakshas kul ki,par rakshason mein bhi bhavna hoti hai	when your {sister {eats all your {dairy {milk& gives you a {eclairs *she hun toh {rakshas kul ki,par rakshason mein bhi {bhavna hoti hai
4850.jpg	after 5 minutes of breakup nibba text to her nibbi'acha chalo sorry maf kr do plz le nibbi: bhala hai bura hai jaisa bhi hai mera pati mera devta hai	after {5 {minutes of {breakup {nibba text to her {nibbi'acha chalo {sorry {maf kr do plz le nibbi: bhala hai bura hai jaisa bhi hai mera {pati mera {devta hai
4851.jpg	SCOOPWHOOP.com Delhi Mumbai Kolkata	SCOOPWHOOP.com {Delhi {Mumbai {Kolkata
4856.jpg	when i ask my mom to buy a dog mom- mere liye tum kaafi ho	when {i ask my {mom to {buy a {dog mom- mere liye {tum {kaafi {ho
4858.jpg	tiktok use krta hai kya? Papa,chutiya hu chakka nahi!aaj nahi maarunga!	{tiktok use krta hai kya? Papa,{chutiya {hu {chakka {nahi!aaj nahi maarunga!
4860.jpg	frustrated programmer bestlnd tweets reporter:modiji aap hmesha raat ko speech kyu dete hau?? Modiji: #narendraModi PM hu isliye shaam ko ata hu AM hota to din me ata	frustrated programmer bestlnd tweets reporter:{modiji aap hmesha {raat ko {speech kyu dete hau?? Modiji: #narendraModi {PM hu isliye {shaam ko ata hu {AM hota to {din me ata
4862.jpg	happiness is when she says "Mere saree ka pallu kamar ke andar dal do" DESI ADULT TROLLS	{happiness is when she says "Mere {saree ka {pallu {kamar {ke {andar {dal {do" DESI ADULT TROLLS
4866.jpg	after seeing aishwarya rai test positive for corona virus selmon bhoi*	after seeing {aishwarya {rai test {positive for {corona {virus {selmon {bhoi*
4868.jpg	sundar pichai visits india google paisa laaya?	{sundar {pichai visits india google {paisa {laaya?
4872.jpg	mitron wo rakhi ke liye bolegi..!tum friendship band pe tikke rehna..!	mitron wo {rakhi ke liye bolegi..!tum {friendship {band pe tikke rehna..!
4876.jpg	rhea played journalist in a film and in that,she said arnab goawami is he idol in real life,arnab goswami ne iska beda gark kar diya hai! I AM SORRY BABU	{rhea played {journalist in a film and in that,she {said {arnab {goawami is he {idol in real life,arnab goswami ne iska {beda {gark kar diya hai! I AM SORRY BABU
4878.jpg	Ankit singh ankulicious couples after taking corner seats in theaters:	Ankit singh ankulicious {couples after taking {corner {seats in {theaters:
4880.jpg	main to tere ko van maanush smjhta tha.. Tu toh dev maanush nikla re.	main to tere ko {van {maanush smjhta tha.. Tu toh {dev {maanush nikla re.
4882.jpg	ashutosh singh ashusarcastic #narendramodi teacher:beard look is not allowed in school,tomorrow you all should shave your beard *next day* first benchers back benchers	ashutosh singh ashusarcastic #narendramodi teacher:{beard {look is {not {allowed in school,tomorrow you all should shave your beard *next day* {first {benchers {back {benchers
4886.jpg	shreya munna bhaiya. Munna bhaiya lite.	shreya {munna {bhaiya. {Munna {bhaiya {lite.
4891.jpg	people living in peace and harmony BJP: Aap muskura kyun rahe hain? SCOOPWHOOP.com	{people living in {peace and harmony {BJP: Aap muskura kyun rahe hain? SCOOPWHOOP.com
4892.jpg	gentle giant ikunaal if abhishek wasn't "bachchan" abhishek bachchan juniorbachchan replying to ikunaal hahahaha. Funny!but still better looking than you!	gentle giant ikunaal if abhishek wasn't "bachchan" {abhishek {bachchan juniorbachchan replying to ikunaal hahahaha. Funny!but still {better {looking than you!
4898.jpg	what if we used 100% of the brain?	what if we used {100% {of the {brain?
4900.jpg	vishesh vishcomical john cena:you can't see me delhiites:haan toh just indian things	vishesh vishcomical john cena:{you {can't {see {me {delhiites:{haan {toh just indian things
4908.jpg	baaghi 1:girlfriend kidnapped baaghi 2:daughter kidnapped baaghi 3:brother kidnapped baaghi 4:baaghi himself kidnapped baaghi5:director kidnapped baaghi 6:kidnapper got kidnapped	{baaghi 1:girlfriend kidnapped {baaghi 2:daughter kidnapped {baaghi 3:brother kidnapped {baaghi 4:baaghi himself kidnapped {baaghi5:director kidnapped {baaghi 6:kidnapper got kidnapped
4915.jpg	Pimples Zero Blackheads? Zero seats for congress ZERO SCOOPWHOOP.com	{Pimples {Zero {Blackheads? {Zero {seats for {congress ZERO SCOOPWHOOP.com
4916.jpg	bharat ki australia mein ek etihasik jeet ka drashya	{bharat ki australia mein ek {etihasik {jeet ka drashya
4917.jpg	AAP BJP Cong SCOOPWHOOP.com	{AAP {BJP {Cong SCOOPWHOOP.com
4918.jpg	when you start spending time with ravi shastri!	when you {start {spending {time with {ravi {shastri!
4925.jpg	no one: people with coronavirus: SCOOPWHOOP.com	no one: {people {with {coronavirus: SCOOPWHOOP.com
4930.jpg	naman upadhyay theextraclasses original old song neha kakkar's remix	naman upadhyay theextraclasses {original old {song {neha {kakkar's {remix
4932.jpg	paisa hi paisa hoga	{paisa {hi {paisa hoga
4934.jpg	2 of the luckiest boys of 2020	{2 of the {luckiest {boys of {2020
4936.jpg	the person hobby	the {person {hobby
4939.jpg	Main udna chahta hoon, daudna chahta hoon, girna bhi chahta hoon,bus rukna nahi chahta Marna hai kya tere ko bhosadike? Darr nahi lagta tere ko? SCOOPWHOOP.com	Main udna chahta hoon, daudna chahta hoon, girna bhi chahta hoon,bus rukna nahi chahta {Marna {hai {kya tere ko bhosadike? {Darr {nahi {lagta tere ko? SCOOPWHOOP.com
4945.jpg	younger siblings nowadays "ROZ UTHO,NAHAO,PITO,SO JAO."	{younger {siblings nowadays "{ROZ {UTHO,{NAHAO,{PITO,{SOJAO."
4946.jpg	what indian kids are capable of doing what indian dads make them do	what {indian {kids are {capable of doing what {indian {dads {make {them {do
4948.jpg	exminem: i am the fastest rapper on this planet panditji:are you really in charge here?	{exminem: i am the {fastest {rapper on this planet {panditji:are you really {in {charge {here?
4950.jpg	"bhai,naya twitter account bana ke aaunga to shoutout dega?"	"bhai,{naya {twitter {account bana ke aaunga to {shoutout dega?"
4952.jpg	main 'woke' hoon na	main {'woke' {hoon na
4954.jpg	whatsapp facebook wale ramesh ko number dediya hai tera	{whatsapp {facebook wale {ramesh ko {number dediya hai tera
4956.jpg	pujara on next tour of australia	{pujara on {next {tour of {australia
4960.jpg	how many meme refrence are there in this image??	how many {meme {refrence are there in {this {image??
4962.jpg	this is how arnab goswami will walk into republic bharat studio	this is {how {arnab {goswami will {walk into {republic {bharat {studio
4964.jpg	ये कह रहा है लगे हाथ पकिस्तान पर हमला कर देते है, बोल देंगे चुनाव जितने पर पटाके जला रहे थे गलती से मिसाइल में आग लगा दी	{à¤¯à¥‡ à¤•à¤¹ à¤°à¤¹à¤¾ à¤¹à¥ˆ à¤²à¤—à¥‡ à¤¹à¤¾à¤¥ à¤ªà¤•à¤¿à¤¸à¥à¤¤à¤¾à¤¨ à¤ªà¤° à¤¹à¤®à¤²à¤¾ à¤•à¤° à¤¦à¥‡à¤¤à¥‡ à¤¹à¥ˆ, à¤¬à¥‹à¤² à¤¦à¥‡à¤‚à¤—à¥‡ à¤šà¥à¤¨à¤¾à¤µ à¤œà¤¿à¤¤à¤¨à¥‡ à¤ªà¤° à¤ªà¤Ÿà¤¾à¤•à¥‡ à¤œà¤²à¤¾ à¤°à¤¹à¥‡ à¤¥à¥‡ à¤—à¤²à¤¤à¥€ à¤¸à¥‡ à¤®à¤¿à¤¸à¤¾à¤‡à¤² à¤®à¥‡à¤‚ à¤†à¤— à¤²à¤—à¤¾ à¤¦à¥€
4966.jpg	When it comes to backless and backsidea..damn she is the queen and doubled up with them expression..JUST UFFF	When it comes to {backless and {backsidea..damn {she is the {queen and {doubled {up with them {expression..JUST UFFF
4967.jpg	Arnab beta,debate show bolo Fish market is so middle class	{Arnab {beta,{debate {show bolo {Fish {market is so {middle {class
4972.jpg	बॉडी तो बना ली, अब नहीं बन पा रहे पिता…..WARN YOUR GYM-ADDICT FRIENDS ! …tera_bhi_katungi dola bada krne ke chakker me loda na chota krlena tum .	à¤¬à¥‰à¤¡à¥€ à¤¤à¥‹ à¤¬à¤¨à¤¾ à¤²à¥€, à¤…à¤¬ à¤¨à¤¹à¥€à¤‚ à¤¬à¤¨ à¤ªà¤¾ à¤°à¤¹à¥‡ à¤ªà¤¿à¤¤à¤¾â€¦..{WARN YOUR {GYM-ADDICT {FRIENDS ! â€¦tera_bhi_katungi {dola {bada krne ke chakker me {loda na {chota krlena tum .
4974.jpg	chinata na karo,didi pohoch gayi hai	chinata na karo,didi pohoch gayi hai
4976.jpg	if you make fun of someone's condition you will be like them one day. Rakesh prasad OMG! Bill gates hahaha..Bill gates hahaha..lol Bill gates..bill gates hahaha...bill gates hahaha..bill gates hahahaha	if you {make {fun of someone's condition you will be like them one day. {Rakesh {prasad OMG! {Bill {gates {hahaha..Bill gates hahaha..lol Bill gates..bill gates hahaha...bill gates hahaha..bill gates hahahaha
4978.jpg	when it's raining and bhabhi wear transparent saree and gets wet just to seduce you	when it's {raining and {bhabhi {wear {transparent {saree and {gets {wet just {to {seduce {you
4980.jpg	tell me soemthing i don't know subham dey replying to hoorrulainn sentence kea pehla letter capital mein hota hai didi	tell me {soemthing {i {don't {know subham dey replying to hoorrulainn {sentence {kea [pehla {letter {capital mein {hota {hai {didi
4982.jpg	walking on road a random uncle to me:oye betichod me:hnn sasurji	walking on road a {random {uncle to me:{oye {betichod {me:{hnn {sasurji
4983.jpg	people on instagram….people on twitter	{people on {instagramâ€¦.people {on {twitter
4984.jpg	save water bath together	{save {water {bath {together
4986.jpg	meanwhile pakistani kids are confused,"Abbu india ke jeetne pe bhi TV fodte hain, haarne pe bhi TV fod rhe hain.aakhir kya tapleek hai inko?#INDvENG #INDvsENG #indiavsengland	meanwhile {pakistani {kids are {confused,"Abbu {india {ke {jeetne {pe bhi {TV {fodte {hain, {haarne {pe bhi {TV {fod {rhe {hain.aakhir kya tapleek hai inko?{#INDvENG #INDvsENG #indiavsengland
4988.jpg	BELIEVE ME REMO MAMA IT'S A FAMILY TV SHOW	BELIEVE ME {REMO {MAMA IT'S A {FAMILY {TV {SHOW
4991.jpg	*Delhi Police Just gonna stand there and watch you burn…	*{Delhi {Police Just {gonna {stand there and {watch {you {burnâ€¦
4992.jpg	never tell anyone your plans,show them your results instead #naachkpagal#dhinchakpooja abhishek ghoshal i use naach ke pagal as my alarm tone for 6:00am. Now i wake up at 5:30...!thankyousoomuch #dhinchakpooja	{never {tell anyone {your {plans,{show them your {results instead #naachkpagal#{dhinchakpooja abhishek ghoshal i use naach ke pagal as my alarm tone for 6:00am. Now i wake up at 5:30...!thankyousoomuch #dhinchakpooja
4994.jpg	obama:listen carefully .Modi will come & tell u 'Please visit my country'. Don't fall in the trap by saying 'U too'	{obama:{listen {carefully .{Modi will come & {tell {u 'Please {visit {my {country'. Don't fall in the trap by saying 'U too'
4997.jpg	employees throughout the year employees during the appraisal season	{employees {throughout the {year employees {during the {appraisal season
4998.jpg	sir agar #kashmiroperation main jyada khun kharaba action hoga to script aap mujhe dijiyega aur agar shanti se nipat jaye mamla to script akshay ko de dijiyega	sir agar #{kashmiroperation main {jyada {khun {kharaba action hoga to {script aap {mujhe {dijiyega aur agar {shanti {se {nipat {jaye mamla {to {script {akshay {ko de dijiyega
4999.jpg	Haley lu RICHARDSON COLE SPROUSE five feet apart	Haley lu {RICHARDSON COLE SPROUSE {five {feet apart
5000.jpg	Hrithik Roshan Hrithik just paid for netflix subscription #sacredGames kangana runout kangana replying to Hrithik tum aur tumhare pitaji ke paas toh duniya bhar ka paisa hai	{Hrithik {Roshan Hrithik just paid for {netflix {subscription #sacredGames kangana runout {kangana replying to Hrithik {tum {aur {tumhare {pitaji ke paas toh duniya bhar ka {paisa hai
